path,true_label,pred_label,correct,confidence,generator
C:\Users\99303\git\GenImage_data\glide\val\ai\GLIDE_1000_200_03_357_glide_00035.png,glide,BigGAN,False,0.998580558989054,glide
C:\Users\99303\git\GenImage_data\ADM\val\ai\544_adm_153.PNG,ADM,glide,False,0.9955068690728922,ADM
C:\Users\99303\git\GenImage_data\ADM\val\ai\404_adm_174.PNG,ADM,BigGAN,False,0.9952346963935562,ADM
C:\Users\99303\git\GenImage_data\ADM\val\ai\708_adm_91.PNG,ADM,glide,False,0.9900023101734338,ADM
C:\Users\99303\git\GenImage_data\ADM\val\ai\925_adm_7.PNG,ADM,glide,False,0.9862691719725476,ADM
C:\Users\99303\git\GenImage_data\glide\val\ai\GLIDE_1000_200_08_862_glide_00143.png,glide,BigGAN,False,0.9855802677498068,glide
C:\Users\99303\git\GenImage_data\ADM\val\ai\464_adm_85.PNG,ADM,glide,False,0.9850481814837722,ADM
C:\Users\99303\git\GenImage_data\glide\val\ai\GLIDE_1000_200_00_085_glide_00127.png,glide,ADM,False,0.9849739543779636,glide
C:\Users\99303\git\GenImage_data\ADM\val\ai\600_adm_91.PNG,ADM,glide,False,0.9839338842007912,ADM
C:\Users\99303\git\GenImage_data\ADM\val\ai\453_adm_7.PNG,ADM,VQDM,False,0.981937221278821,ADM
C:\Users\99303\git\GenImage_data\ADM\val\ai\765_adm_7.PNG,ADM,glide,False,0.9815595196794284,ADM
C:\Users\99303\git\GenImage_data\ADM\val\ai\399_adm_7.PNG,ADM,VQDM,False,0.9806209854821808,ADM
C:\Users\99303\git\GenImage_data\glide\val\ai\GLIDE_1000_200_05_557_glide_00020.png,glide,ADM,False,0.979439631644514,glide
C:\Users\99303\git\GenImage_data\ADM\val\ai\334_adm_34.PNG,ADM,VQDM,False,0.9793843476881244,ADM
C:\Users\99303\git\GenImage_data\ADM\val\ai\904_adm_7.PNG,ADM,VQDM,False,0.9788006346967638,ADM
C:\Users\99303\git\GenImage_data\ADM\val\ai\823_adm_153.PNG,ADM,glide,False,0.9770253043682358,ADM
C:\Users\99303\git\GenImage_data\ADM\val\ai\518_adm_91.PNG,ADM,glide,False,0.9750939769453736,ADM
